No,nama_barang,kode_barang,golongan,bidang,kelompok,sub_kelompok,rincian_objek
10670,Portable Tank,1.3.2.17.01.19.036,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10671,Drum,1.3.2.17.01.19.037,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10672,Barrel,1.3.2.17.01.19.038,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10673,Can,1.3.2.17.01.19.039,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10674,Carboy,1.3.2.17.01.19.040,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10675,Container Ship,1.3.2.17.01.19.041,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10676,Tanker,1.3.2.17.01.19.042,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10677,Geared Pump+Assesoris,1.3.2.17.01.19.043,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10678,transport and storage equipment for liquid lainnya (dst),1.3.2.17.01.19.044,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10679,Screw Conveyor (Solid Material Handling Equipment),1.3.2.17.01.20.001,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10680,Belt Conveyor (Solid Material Handling Equipment),1.3.2.17.01.20.002,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10681,Bicket Elsyator,1.3.2.17.01.20.003,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10682,Vibrating/Oscilating Conveyor,1.3.2.17.01.20.004,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10683,Coxinous Flow Conveyor,1.3.2.17.01.20.005,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10684,Pneumatic Conveyor,1.3.2.17.01.20.006,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10685,Storage Pile,1.3.2.17.01.20.007,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10686,Bin,1.3.2.17.01.20.008,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10687,Silo,1.3.2.17.01.20.009,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10688,Hopper,1.3.2.17.01.20.010,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10689,Screw Feeder,1.3.2.17.01.20.011,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10690,Belt/Apron Feeder,1.3.2.17.01.20.012,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10691,Star Feeder,1.3.2.17.01.20.013,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10692,Automatic Weighing Equipment,1.3.2.17.01.20.014,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10693,Batch Weighing Equipment,1.3.2.17.01.20.015,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10694,Continuous Weighing Equipment,1.3.2.17.01.20.016,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10695,Pallet,1.3.2.17.01.20.017,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10696,Bulk Container,1.3.2.17.01.20.018,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10697,Bopper Truck,1.3.2.17.01.20.019,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10698,Bopper Trailer,1.3.2.17.01.20.020,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10699,Handling Hood,1.3.2.17.01.20.021,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10700,Alat Pemotong Stringe (Solid Material Handling Equipment),1.3.2.17.01.20.022,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10701,Electric Scruw Driver,1.3.2.17.01.20.023,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10702,Staple Gun (Solid Material Handling Equipment),1.3.2.17.01.20.024,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10703,Box Sealing Dispencer,1.3.2.17.01.20.025,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10704,Dispencer & Control,1.3.2.17.01.20.026,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10705,solid material handling equipment lainnya (dst),1.3.2.17.01.20.027,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID MATERIAL HANDLING EQUIPMENT
10706,Jaw Crusher,1.3.2.17.01.21.001,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10707,Dryrotary Crusher,1.3.2.17.01.21.002,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10708,Heavy Duty Crusher,1.3.2.17.01.21.003,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10709,Roll Crusher,1.3.2.17.01.21.004,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10710,Dry Pan-Chaser Mill,1.3.2.17.01.21.005,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10711,Shredder,1.3.2.17.01.21.006,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10712,Rotary Cutter And Dicer,1.3.2.17.01.21.007,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10713,Media (Ball Rod Pebble)Mill,1.3.2.17.01.21.008,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10714,Vibrating(Up) Mill,1.3.2.17.01.21.009,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10715,Alat Pemotong Stringe (Size Reduction Size Balargement Equipment),1.3.2.17.01.21.010,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10716,Electric Seruw Driver,1.3.2.17.01.21.011,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10717,Staple Gun (Size Reduction Size Balargement Equipment),1.3.2.17.01.21.012,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10718,Box Sealing Dispenser,1.3.2.17.01.21.013,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10719,Dispenser & Control,1.3.2.17.01.21.014,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10720,Drum Agglomerator,1.3.2.17.01.21.015,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10721,Tumbling Agglomerator,1.3.2.17.01.21.016,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10722,Prilling Tower,1.3.2.17.01.21.017,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10723,Traveling Gate Sintering Machine,1.3.2.17.01.21.018,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10724,Mortar Chrusher Grinder,1.3.2.17.01.21.019,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10725,Stearing Machine,1.3.2.17.01.21.020,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10726,Elementary Mill,1.3.2.17.01.21.021,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10727,Mortar Crusher Grinder,1.3.2.17.01.21.022,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10728,Flomentary Mill,1.3.2.17.01.21.023,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10729,size reduction size balargement equipment lainnya (dst),1.3.2.17.01.21.024,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SIZE REDUCTION SIZE BALARGEMENT EQUIPMENT
10730,Underfeed Stoker,1.3.2.17.01.22.001,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10731,Crossfeet Stoker,1.3.2.17.01.22.002,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10732,Overfeed Stoker,1.3.2.17.01.22.003,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10733,Fluidzed Bed Combustor,1.3.2.17.01.22.004,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10734,Heat Seater,1.3.2.17.01.22.005,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10735,Liquid Fuel Vaporizing Bumer,1.3.2.17.01.22.006,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10736,Liquid Fuel Atomizing,1.3.2.17.01.22.007,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10737,Gaseous Fuel Preemix Bumer,1.3.2.17.01.22.008,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10738,Gaseous Fuel Nozzle Bumer,1.3.2.17.01.22.009,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10739,Under Vacuum Dryer (Heat Generating Equipment),1.3.2.17.01.22.010,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10740,Resistance Heating Furnace,1.3.2.17.01.22.011,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10741,Induction Furnace (Heat Generating Equipment),1.3.2.17.01.22.012,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10742,Dielectric Heating Furnace,1.3.2.17.01.22.013,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10743,Microwave Heater,1.3.2.17.01.22.014,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10744,Electric Are (Plasma) Furnace,1.3.2.17.01.22.015,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10745,Air Circulation Resistance Furnace,1.3.2.17.01.22.016,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10746,Direct-Fired Liquid Heater,1.3.2.17.01.22.017,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10747,Direct-Fired Solid Heater,1.3.2.17.01.22.018,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10748,Direct-Fired Chemical Reactor,1.3.2.17.01.22.019,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10749,Indirect-Fired Vaporizer,1.3.2.17.01.22.020,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10750,Fire Tube Steam Boiler,1.3.2.17.01.22.021,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10751,Water Tube Steam Boiler,1.3.2.17.01.22.022,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10752,Electrically Heated Boiler/Steam Generator,1.3.2.17.01.22.023,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10753,Incinerator (Heat Generating Equipment),1.3.2.17.01.22.024,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10754,Macnetic Force War,1.3.2.17.01.22.025,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10755,Sintering Furuace,1.3.2.17.01.22.026,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10756,Pellet Drying & Element,1.3.2.17.01.22.027,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10757,Graphic Coated Sheat,1.3.2.17.01.22.028,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10758,Wendeatic Unit,1.3.2.17.01.22.029,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10759,Auto Clave Unit,1.3.2.17.01.22.030,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10760,Welding Machine,1.3.2.17.01.22.031,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10761,heat generating equipment lainnya (dst),1.3.2.17.01.22.032,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT GENERATING EQUIPMENT
10762,Fized Tube Shell Tube HE,1.3.2.17.01.23.001,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10763,U- Tube Shell Tube HE,1.3.2.17.01.23.002,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10764,Floating Heat Shell Tube HE,1.3.2.17.01.23.003,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10765,Bayonet Tube Tube HE,1.3.2.17.01.23.004,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10766,Spiral Tube Sell Tube HE,1.3.2.17.01.23.005,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10767,Falling Film Shell Tube HE,1.3.2.17.01.23.006,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10768,Bent Tube Shell Tube HE,1.3.2.17.01.23.007,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10769,Doble Pipe HE,1.3.2.17.01.23.008,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10770,Plate Type HE,1.3.2.17.01.23.009,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10771,Air Cooled HE,1.3.2.17.01.23.010,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10772,Colled Tank,1.3.2.17.01.23.011,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10773,Ectemally Colled Tank,1.3.2.17.01.23.012,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10774,Jackete Vessel,1.3.2.17.01.23.013,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10775,Voeced Circulaton Evaporator,1.3.2.17.01.23.014,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10776,Proppeller Calandria Evaporator,1.3.2.17.01.23.015,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10777,Natural Circulation Evaporator,1.3.2.17.01.23.016,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10778,Horizontal Tube Evaporator,1.3.2.17.01.23.017,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10779,Mechanical Draft Cooling Tower,1.3.2.17.01.23.018,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10780,Atmosferic Cooling Tower,1.3.2.17.01.23.019,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10781,Natural Draft Cooling Tower,1.3.2.17.01.23.020,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10782,Spray Pond,1.3.2.17.01.23.021,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10783,Cooling Pond,1.3.2.17.01.23.022,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10784,Repregeration Machine,1.3.2.17.01.23.023,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10785,heat transfer equipment lainnya (dst),1.3.2.17.01.23.024,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,HEAT TRANSFER EQUIPMENT
10786,Rolling Machine,1.3.2.17.01.24.001,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,MECHANICAL PROCES
10787,Rolling Leveler Machine,1.3.2.17.01.24.002,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,MECHANICAL PROCES
10788,Brushing Machine,1.3.2.17.01.24.003,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,MECHANICAL PROCES
10789,Polishing Machine/Mesin Poles,1.3.2.17.01.24.004,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,MECHANICAL PROCES
